ID,Attr0,Attr1,Attr2,Attr3,Attr4,Attr5,Class
0350d936-ff7f-4353-8343-bcfda7a1afed,0.23002,5.0726,-0.27606,0.83244,-0.37787,0.48032,0
89015468-e7e6-437c-968a-d244f6ed1025,0.15549,-0.16939,0.67065,-0.85955,-0.37787,-0.94572,0
ebc23480-ea85-472a-9f37-fb54d43e8bae,-0.78441,-0.44365,5.6747,-0.85955,-0.37787,-0.94572,0
613962c9-2513-4351-8512-47ab2862a75f,0.54609,0.13141,-0.45639,-0.85955,-0.37787,-0.94572,0
a7da23d9-101d-47d4-9a55-ffe39723521a,-0.10299,-0.39499,-0.14082,0.9797,-0.37787,1.0136,0
84825f81-f713-48ea-b5e8-ea0e76af638d,-0.1804,-0.38172,0.26492,0.77295,1.469,0.85207,0
c49ad3b1-ac57-4253-8085-9f08026c7391,-0.068603,-0.34633,-0.1859,0.89911,1.7434,1.0623,0
1a9c14b7-0744-42e7-9c87-e647fdde652b,-0.082492,-0.44808,0.89606,-0.85955,-0.37787,-0.94572,0
1a56197b-9669-4db3-9e1f-0762a0d5cfba,-0.1516,-0.36845,0.62557,1.1974,-0.37787,1.0105,0
e0af03ed-2c79-4cce-ad52-17793937de0f,-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
fcc6f4a5-5ef8-4818-a7fa-29951e6e7131,-0.081137,-0.32422,1.0313,1.1717,-0.37787,1.3975,0
8fc40768-ae71-4915-be5e-c7939b72e8fc,-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
3b35d95e-89a7-4162-a70e-d7185d1ca69f,0.77509,-0.44365,-0.50147,-0.85955,-0.37787,-0.94572,0
1cc07e6b-a435-4ffc-bb03-1a683d1720f8,0.53762,1.5868,-0.27606,2.3755,-0.37787,0.80941,0
66cac1ec-c350-448e-9450-260c2333c946,1.3041,1.0604,-0.36622,1.8654,-0.37787,0.94348,0
5be41261-62f9-4f63-b3c1-31e1b25bebce,0.38602,1.777,-0.41131,0.76957,-0.37787,0.89778,0
db929fbb-bce5-48b8-8906-fb532a060609,-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
39055296-568e-48ff-bc5c-e546baf6bfd8,-0.10112,-0.27998,-0.27606,-0.85955,-0.37787,-0.94572,0
5bf10206-8e44-44b9-ac33-9097f4d1bfb2,7.4696,-0.44808,-0.59163,-0.85955,-0.37787,-0.94572,0
c594be7d-ae85-4e76-8dbc-f2072d9a293f,-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
f2d4d83f-4a59-435e-af5a-dd235580e71c,0.81507,2.7281,-0.050653,0.62991,0.79102,0.65401,0
9c8b6026-7080-4725-9dcb-8f2387ddb682,0.76408,0.56935,-0.50147,1.378,-0.37787,0.8734,0
27796f07-706d-45b3-85c9-135c5693c489,-0.44226,-0.44365,1.437,-0.19415,0.12704,1.2787,0
1592ffb2-16cf-4525-ad77-93c4423dc80c,-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
c608ee3d-f716-4eaf-8444-34c6f2ccb59b,-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
65587cd7-0c1e-4e87-819a-176dbb01a15c,-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
eb427ecd-ea10-4e2c-8d1f-bacbb1a799a3,-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
e74f126a-c4e1-46e5-a838-5a53585f51f6,0.60165,0.60032,0.31,0.88561,0.72806,1.0562,0
3e2c836d-07e0-47e1-82c2-a9f27efc0598,0.14516,-0.17381,-0.1859,0.5451,-0.37787,1.1659,0
5d5ef743-f04f-4d74-b3ab-dc1b9ce5191e,-0.29541,-0.41269,0.03951,-0.85955,-0.37787,-0.94572,0
9d561444-dda1-4902-bc56-ace67f5f11d2,0.2224,-0.2092,-0.095734,0.046784,-0.37787,1.2634,0
a3a0ebf4-63ef-40a9-b6fd-6985c1a52a50,0.60486,0.5782,0.084592,-0.85955,-0.37787,-0.94572,0
54e1ccf7-48b4-488f-9d10-838b88e67871,-0.14025,-0.085342,0.85098,0.42527,0.74051,1.169,0
ea462524-5e4e-440b-bfaa-4e649a4a2c50,-0.18277,0.05179,0.35508,1.1544,0.62675,1.3061,0
f9b83ae5-b8c7-4433-8b5f-be146cb6da06,-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
0fa63e78-5d6c-46a6-b9bb-b2819679ba87,0.0071117,-0.27113,0.58049,1.0687,-0.37787,1.2421,0
cfde2993-3407-420a-b6b4-a5aedcae627a,-0.32268,-0.37288,1.9329,-0.85955,-0.37787,-0.94572,0
7e8fd0fd-0151-45d2-bf12-1587a9c8ca8f,-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
f56ab48f-2f73-40fc-b9a1-42861df11f24,0.25272,0.1845,0.26492,0.60206,-0.37787,1.2055,0
fa0ed470-2fb6-4c26-b74d-f255a981438a,-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
44471f29-7aa5-4465-b812-d3477c7e1471,-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
f80b6386-938e-49a7-9a79-ea3db24e7f15,-0.18446,-0.37288,0.35508,1.2396,-0.37787,1.0867,0
2fb81981-fe08-42d6-8fda-eea46c5a3a1f,-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
fdf6d097-3af8-4af7-8475-ee384f7bfbdb,1.633,4.6789,-0.45639,1.4603,1.2449,0.30054,0
76d3a5c6-f197-44ce-afad-ab829a65fd77,-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
b4c97a15-5899-45f8-9792-912e806f9c02,1.5592,5.0505,-0.50147,0.94806,-0.37787,0.30968,0
fad86206-2d8b-4612-9845-ad73a1fbe76a,0.28659,0.05179,0.44524,0.57253,1.0542,1.1415,0
3a224a2c-918a-4ca0-aa91-eeee97f4aab2,-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
1c6a1ddb-5511-431b-b0c7-06aeb0929914,-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
529044c2-4bb3-46fa-9455-91d5446f98fc,-0.065554,-0.32864,-0.32114,0.50122,-0.37787,1.6291,0
0f365f45-1064-4dd2-8d2b-b42899f990b1,0.095191,-0.29767,0.49033,0.50544,0.10327,1.2665,0
8ccc7a67-b435-4bda-b70c-80bfb333277b,0.29693,-0.31537,-0.0055712,0.74637,0.61842,1.1476,0
2b1fe24d-5b18-4903-bc6e-087a9a6548fe,-0.49375,-0.38615,1.1665,-0.024103,1.1365,1.0227,0
4bb96547-3a24-4cae-ab48-6f47fe3ae59a,0.1372,-0.36845,-0.095734,-0.85955,-0.37787,-0.94572,0
66693fbd-7aa0-4576-b6db-d10eba587d46,0.84251,0.52512,-0.1859,0.92823,-0.37787,0.96177,0
aec8de76-402f-4fd7-85bc-6fa8d57c00f9,1.1909,4.9531,-0.32114,1.5105,0.57957,0.67838,0
a85c8142-0920-46b2-adc9-d9431352a4bd,-0.15516,-0.35518,0.26492,-0.85955,-0.37787,-0.94572,0
030e1e41-f28a-4b32-a6e5-9e41519d19ff,0.14465,-0.36403,-0.095734,0.79869,0.64769,1.4767,0
69e8093a-4140-49ec-9c6d-28358999dc67,-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
a92b1085-d4bf-4f28-b896-beb5635876c4,0.21274,0.46761,2.8796,0.77886,-0.012954,0.27007,0
bf250f9b-8513-47d5-8596-cabf95db02a1,0.2456,0.4853,0.12967,-0.85955,-0.37787,-0.94572,0
d24e3603-1baa-426c-a563-71ec32a50db0,-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
748b6b6b-d08a-4f21-8ea6-ed49485d22bd,-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
c5f2bcd5-3bab-41b0-bf13-48d6c5e23ec5,0.62231,0.14469,0.31,0.25311,-0.37787,1.1294,0
5639231f-4bb4-495d-bf68-85f61bfc0616,0.1704,-0.24017,-0.27606,0.88983,-0.37787,1.4188,0
89f9d6a8-3001-4601-b33c-2900bbed196a,0.30827,-0.4525,-0.45639,-0.85955,-0.37787,-0.94572,0
5d6bcb2e-1067-4332-8377-afb2a06eea46,-0.002035,-0.29325,0.26492,1.1978,0.49031,1.303,0
27bb23d0-2a01-4422-b858-7e44bf837658,-0.029475,0.020825,0.12967,-0.1241,0.72016,0.83074,0
8878c207-da99-4771-a531-0031505a52f6,-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
0fc11d66-a8d1-438b-bc2b-96b039cc39e7,-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
820dbd0f-9f57-4ee7-9a44-7fa4b0a91031,-0.0044064,-0.15612,1.3469,-0.85955,-0.37787,-0.94572,0
b5aaddad-aa7d-4a7c-a163-7575aab50ae9,-0.3469,-0.36845,0.49033,0.85354,-0.37787,0.99224,0
cc79f69a-cbcc-4e8e-9b2c-d4f51104dcbb,-0.075039,0.22873,0.17476,0.34088,0.4048,1.2269,0
2eb8d9b6-9d29-48f0-a21e-df2017d10f66,-0.28355,-0.42596,0.44524,0.12948,-0.37787,1.4127,0
819e7b08-d24a-4be3-98ba-5dee51402a1c,-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
cd7e9fe8-a545-4324-b0f8-920effd3ae0e,0.044037,-0.25786,0.084592,0.50502,-0.37787,0.86121,0
55512fa6-055b-4f30-9fa3-8a85c9031361,0.11619,-0.4525,0.12967,-0.85955,-0.37787,-0.94572,0
781dc95a-7419-45ee-a205-8deb8c8b309a,-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
32bd4df5-53fb-4d4c-9907-d88f9b6aa747,-0.34233,-0.42596,0.17476,0.71472,0.59149,1.3122,0
7e608fdc-001d-4ebb-870b-33e4e29e9bad,-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
43a3f227-d52e-439c-a8e2-4034e44fd798,-0.28711,-0.42596,0.8059,0.28265,-0.37787,0.87949,0
b98bb852-b61f-4db6-b73a-d8bc5b87d96a,0.014903,-0.44365,0.03951,0.59151,-0.37787,1.0867,0
f631ac33-fcd9-4bbc-9095-f8bcf426a776,-0.096889,-0.14727,-0.095734,1.1097,-0.37787,0.56869,0
54a1b8df-4d2b-4994-abe3-3c236a95283f,1.3063,1.5293,-0.27606,1.1616,0.44491,0.24265,0
57099aa2-54a8-40e0-84b2-42219b467f50,-0.4199,-0.41711,0.62557,0.40333,-0.37787,1.1111,0
f22f9247-3737-4971-8e77-5944ac8af796,-0.26136,-0.32864,1.7977,0.88477,0.62912,0.99224,0
a811d1ba-42da-4cb9-9c6e-802f488008d7,-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
5dea8010-8209-48f6-a44d-e75424a4afdc,-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
73b7581f-9a79-459f-9c2c-5e50abdb3bb2,-0.069111,-0.43038,0.31,0.54805,0.7331,0.74542,0
f2f2a7e6-ea77-4cd6-a63f-58f72259528d,0.33605,0.11814,-0.41131,0.57295,-0.37787,0.98614,0
3a40a842-232f-4933-8779-aa37d3b3b9fd,-0.33335,-0.44808,0.49033,0.73118,0.61842,1.2055,0
96a4886e-b617-47bd-aa18-c5ff6c74b733,-0.33199,-0.32864,-0.050653,0.95143,1.4093,1.0958,0
7f3d92e2-c448-41d6-9f0a-19a5613016c6,-0.11535,-0.37288,0.03951,-0.85955,-0.37787,-0.94572,0
98f37163-3ed4-4002-b173-6dfecafb37b6,0.080285,-0.4525,0.12967,-0.85955,-0.37787,-0.94572,0
d0fd28a7-28f2-4421-a651-0fd2238f5b99,-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
76c6877b-b1cd-4343-a174-a65c64007f5b,0.40228,0.034095,-0.1859,1.4122,0.78127,0.92825,0
6131a849-4b88-46a6-a18e-b3119c7bea01,0.707,2.122,1.1215,-0.85955,-0.37787,-0.94572,0
bb2fce76-de5c-4294-bf29-ef4e67a060c4,0.20427,0.88343,-0.27606,-0.85955,-0.37787,-0.94572,0
a19d9df0-831e-4575-961b-fec2ce3d5384,-0.56947,-0.43923,2.9247,-0.11229,-0.37787,1.1141,0
774ae6b7-91f1-4875-860b-d7aaa63becb8,-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
e3ab663b-3b6e-4864-8fb3-d0597f0952b3,-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
aadbeb08-75e6-4eba-ba91-2cd73dfc1fca,-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
8bd51748-98ba-43cb-8d2b-34c608ca03a3,-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
07ee2d3f-ef4e-48d6-9191-9baadc73d44a,0.14634,-0.33749,-0.36622,0.84173,1.6811,1.0715,0
600d8a34-4b55-4580-823f-ece6f657c896,0.13178,-0.34633,0.03951,-0.85955,-0.37787,-0.94572,0
2d29efe6-701e-4394-bf73-d6e977494f28,-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
419e1a18-eebe-4a3e-a3e9-0bb28fe9a8d8,-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
d5ce1aa7-4aa7-4e94-82f3-eaaa62bb8b13,0.56828,1.6487,0.084592,0.63497,0.94497,0.80027,0
bccbd779-691d-4d09-b2eb-ccda117ef1ea,-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
cbcffc74-7e67-4583-8a27-abce846358b8,-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
322eb963-fa3f-4664-a27b-34306c2d64a2,1.1869,2.3167,-0.36622,-0.85955,-0.37787,-0.94572,0
f841b7b0-a2d2-4dad-855e-38eceea92415,-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
2425e1c1-32bd-4658-87c4-8760058e2fe4,-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
c6500aff-e998-4fdb-a451-2e6b712db549,-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
ae9c8a00-7f0f-47b9-8558-992ba16fd3e5,-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
121086e6-eb7e-4f7c-a58c-70c17a68a39e,0.31149,-0.44365,0.084592,-0.85955,-0.37787,-0.94572,0
22a80654-3b27-45ec-8803-e085804cd7d5,-0.4636,-0.44808,0.03951,0.094042,2.1414,0.80027,0
3bd1a5fc-dfcd-4a69-a3fc-09e580f62b2a,0.18988,0.10045,-0.32114,-0.85955,-0.37787,-0.94572,0
42b03669-beb1-428e-904f-49a5407b0093,-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
0c2f7e01-8dcb-46f0-9240-c8e8fc6862c7,0.93076,0.75957,-0.41131,1.1628,-0.37787,0.87949,0
86f2417d-ff99-473d-9e13-f67935955be0,-0.26763,-0.43923,0.26492,0.57506,-0.37787,0.88863,0
e1193d21-5e74-4de3-a60c-05572a428e59,-0.3679,-0.4525,1.1215,0.46662,0.17966,0.92215,0
70451274-1968-4791-9a53-e118c0dd82c8,-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
4bbab678-ca09-44b3-93c3-d9d0fc35fbbd,0.053692,0.060637,0.98622,0.124,-0.37787,1.2969,0
91aa1a65-1269-42d2-a138-fb92db275862,-0.12484,-0.40384,-0.32114,-0.85955,-0.37787,-0.94572,0
fec413b0-3153-4cd6-a0d3-4336183cdd95,1.4313,5.0858,-0.45639,0.87211,-0.37787,0.24874,0
9c13f778-4e1f-4b3f-90a9-852a56fac80d,-0.55659,-0.43923,3.2854,1.305,0.18555,0.46813,0
1e2882f8-8aed-4caf-b8fa-8bf5e9b5e85d,1.0431,2.7988,-0.45639,2.1772,-0.37787,0.73323,0
64550c28-cd62-419a-a190-caa8051a93c8,0.33622,-0.12073,0.17476,5.5008,-0.37787,0.63877,0
b4317857-236d-4b2a-8733-6dbc4c3e6c5b,-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
41bd3c68-a738-4ca3-81aa-2d448bd15a59,-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
943a70c6-a8a4-49d8-afe0-77e9195e82d2,0.5803,-0.4525,0.12967,-0.85955,-0.37787,-0.94572,0
f1a441a0-bf04-47b4-9afe-37ce6eadf111,-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
a4debc77-ab7f-4747-be4f-8f1347055525,-0.42194,-0.4525,0.58049,-0.85955,-0.37787,-0.94572,0
c48e0880-67f9-458f-a7d5-e23ac7e9ad27,0.79457,2.4538,-0.36622,0.89067,2.8571,1.0776,0
ad71af80-940e-4d14-a9de-eb296a704601,-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
ae78bcb7-5177-4013-9bcd-0bf2eaa518ca,0.026252,-0.12515,-0.14082,0.8489,-0.37787,0.99224,0
6c0f1083-9fb1-4c0f-baa5-ab85ca89b9a1,-0.065554,-0.41711,-0.36622,-0.11524,-0.37787,0.75151,0
9aae661a-3e9b-4927-971a-8532f4067d4f,-0.25357,-0.31979,2.3387,1.1578,0.27215,0.89168,0
4a8aa52c-f074-4f1d-a982-eac35baccdf5,-0.17108,-0.42154,1.0313,0.36029,-0.37787,1.1629,0
d916b5d2-65b9-4ecf-a06e-021f389476be,0.011516,-0.32422,-0.050653,0.046784,-0.37787,1.5133,0
273d531c-864f-4653-a97e-7eb35c9f8565,0.72292,0.58262,0.17476,0.77422,0.28861,0.8673,0
929ea84c-5d3b-4b54-8d7c-2a2364d9f138,-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
0a8f6b42-b549-4b7e-a8f0-bddab5bc5335,-0.3347,-0.43481,-0.23098,-0.39837,-0.37787,0.35234,0
db69a0f9-bfba-46ce-b141-0f6795fc4eb0,-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
8481fb52-4c51-4b5d-bd5c-81a556eec01c,-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
14f74c3a-4d2f-4424-90fc-bcba075b13c8,-0.077241,-0.36845,-0.45639,-0.85955,-0.37787,-0.94572,0
6cb818bd-dfb6-43a5-b54b-fbf84fa930aa,-0.38298,-0.40826,1.4821,1.3016,0.12184,0.86121,0
a6e87274-88f7-4b69-be46-29a421fbd185,-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
f48edb72-fb76-4339-9923-08cc62f3d07e,0.32945,0.1845,0.21984,1.0679,0.31432,1.3152,0
08d69b19-4c01-4079-b6ac-0c61133454dd,-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
d933034c-2515-4a29-ad91-5345f407deab,0.12771,-0.31979,0.03951,-0.85955,-0.37787,-0.94572,0
f2a3018f-e3a3-4542-b3f1-7864404ebf4a,1.2179,0.83919,-0.23098,2.0118,-0.37787,1.2451,0
a73673b5-30c7-4c43-84d4-12305c97cb56,-0.18311,-0.36845,0.03951,0.77253,0.8246,1.562,0
c69933e2-385c-4aa0-9485-07cf3d81ed72,0.086383,-0.010141,-0.14082,0.51303,1.2994,0.9252,0
22bb8e70-b04c-4350-a771-ae3200b68838,-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
3968feef-90c2-45e7-a4e7-3341f697e505,-0.0096573,-0.27113,0.76082,0.5759,-0.37787,1.172,0
cfdff1e8-be92-4766-b99e-634bac9705ec,0.11484,-0.22247,2.5641,0.58645,0.31169,0.91606,0
4421a3b0-3d00-4687-b310-034bc211495d,-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
9c50b132-83ea-4f92-9a1a-72476b681830,0.72174,0.84804,0.084592,1.727,0.43035,1.2665,0
82b85fd5-98a7-4455-bada-ea0926fc3aef,0.22612,0.087179,0.8059,0.82147,0.50944,1.0197,0
23dc7304-8612-4fb0-adec-ad82aa7caa12,-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
851f88c5-18b9-4af0-9bf8-ddad410bf016,0.14838,-0.44808,-0.27606,1.14,-0.37787,1.8576,0
0d96f4b9-211a-4f7c-bfee-ead0f07376c3,-0.3784,-0.43481,0.8059,-0.092036,0.25591,1.4097,0
57dab4b6-cd0a-45d1-8d72-9eee57e6dce1,-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
faf066bc-dc5a-48db-a67a-b5d0a40a8193,-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
918ae9bf-5968-498c-b522-15e3d13c065f,-0.34131,-0.35961,0.8059,0.1856,-0.37787,0.83379,0
bc4b932a-c0de-4dbb-91e5-d45c5e76710b,-0.0084716,-0.41711,-0.0055712,1.4835,0.54286,0.86121,0
